Permit Number,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Name,Unit,Description,Current Status,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Estimated Cost,Revised Cost,Existing Use,Existing Units,Supervisor District,Proposed Use,Proposed Units,Plansets,Zipcode
201410108702,otc alterations permit,10/10/2014,3703,028,74,06th,,"install 100 wall sconces, total on the 2nd & 3rd floor hallway. replace 100 doortrims & trims on 2nd & 3rd floor.  texture & paint on 2nd & 3rd fl.",expired,,3.0,3.0,10000.0,10000.0,residential hotel,188.0,6.0,residential hotel,188.0,0.0,94103.0
201708094330,otc alterations permit,08/09/2017,7514,037,35,Amber,,"revision to pa 2016-0224-0353 - structural changes on the roof, switch proposed location of sink and shower in master bathroom",complete,,2.0,2.0,32000.0,32000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94131.0
201307051243,otc alterations permit,07/05/2013,0552,027,2516,Gough,0.0,"remodel 2 and 1/2 bathrms, kitchen, master closet, misc interior partitions, replacement of (e) windows in kind with new wood dble glazed windows, enclose north wall below exterior stair & landing per plan",complete,Y,3.0,3.0,95000.0,95000.0,2 family dwelling,2.0,2.0,2 family dwelling,2.0,2.0,94123.0
M427247,otc alterations permit,09/17/2013,3537,040,53,Sanchez,,street space,issued,,,,,1.0,,,8.0,,,,94114.0
M815127,otc alterations permit,08/01/2017,1717,037,1246,34th,,street space,issued,,,,,1.0,,,4.0,,,,94122.0
M597428,otc alterations permit,06/24/2015,2649,003,2612,Market,,street space,issued,,,,,1.0,,,8.0,,,,94114.0
201710181542,otc alterations permit,10/18/2017,3534,027,87,Dolores,0.0,"install 30 fan coil units, install vent pipes for 30 bathroom exhaust fans, fire repair. ref. 201602129526.",issued,,6.0,6.0,150000.0,150000.0,apartments,30.0,8.0,apartments,30.0,2.0,94103.0
201607212938,otc alterations permit,07/21/2016,3719,018,199,Fremont,0.0,15th floor - revision to pa 2016-0119-7333 to show idf room as a non-rated room. maher na,complete,,28.0,28.0,1.0,1.0,office,0.0,6.0,office,0.0,2.0,94105.0
201412032970,otc alterations permit,12/03/2014,3584,070A,549,Noe,,"repair stair way two unit bldg, 3 story.  less than 50%",issued,,3.0,3.0,1000.0,1000.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
201602240440,otc alterations permit,02/24/2016,1608,011A,766,37th,,"replace 2 windows with wood interior fiber glass clad windows visible form the street and 3 windows in the back not visable form the street with vinyl.  replace windows in-kind, in same location.",complete,,2.0,2.0,6000.0,6000.0,1 family dwelling,1.0,1.0,1 family dwelling,1.0,0.0,94121.0
M746727,otc alterations permit,12/14/2016,2961A,042,955,Rockdale,,street space,issued,,,,,1.0,,,7.0,,,,94127.0
M509507,otc alterations permit,08/08/2014,1386,015,283,26th,,street space permit,issued,,,,,0.0,,,2.0,,,,94121.0
201308285497,otc alterations permit,08/28/2013,0053,002A,2015,Stockton,,"to comply with nov 200907902, install a total of 38 single hung windows, 18 windows on the front of the bldg facing the street will be custom designed wooden single hung sash window into the orig jamb and sill. of the 18, 8 will be bent single hung sash windows, 20 windows are on the rear of the bld",complete,,4.0,4.0,25000.0,25000.0,apartments,6.0,3.0,apartments,6.0,0.0,94133.0
201605177696,additions alterations or repairs,05/17/2016,6511,018,3780,25th,,per unit legalization ordinance# 43-14. legalize existing 1st floor dwelling unit.,issued,,3.0,3.0,50000.0,50000.0,2 family dwelling,2.0,8.0,apartments,3.0,2.0,94110.0
201709138030,otc alterations permit,09/13/2017,7056,002A,721,Plymouth,,reroofing,issued,,2.0,2.0,4200.0,4200.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201402259288,otc alterations permit,02/25/2014,3751,157,360,03rd,,relocate fire sprinkler heads per tenant improvement pa# 2014-0212-8409 (5 relocate).,complete,,7.0,7.0,2570.0,2570.0,office,0.0,6.0,office,0.0,2.0,94107.0
201502198778,otc alterations permit,02/19/2015,3104,005,130,San Buenaventura,,"1st floor interior remodel: kitchen, breakfast room, mud room, 1/2 bath2nd floor interior remodel: master bath",issued,,2.0,2.0,95000.0,95000.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,2.0,94127.0
201609097339,otc alterations permit,09/09/2016,0627,012,2207,Clay,,install voluntary seismic regrofit measures as identified on the plans,issued,,4.0,4.0,25000.0,46000.0,1 family dwelling,1.0,2.0,1 family dwelling,1.0,2.0,94115.0
201708073999,otc alterations permit,08/07/2017,0868,100,359,Waller,2.0,unit #2: work on 1st fl. construction of new non-load bearing partition for new bedroom. resulting in reconfiguration of ceiling lights. unsealing at existing masonry fireplace.,complete,,2.0,2.0,8000.0,8000.0,apartments,6.0,5.0,apartments,6.0,2.0,94117.0
201509288208,otc alterations permit,09/28/2015,4282A,038,1477,Rhode Island,0.0,"replace rear siding w/fiber cement, same fprofile; replace tile & membrane over garage, entry stair & rear porch; add plywood on garage roof & finishing (overlay over existing).",complete,,3.0,3.0,62000.0,62000.0,2 family dwelling,2.0,10.0,2 family dwelling,2.0,0.0,94107.0
201310230014,otc alterations permit,10/23/2013,0289,003,1,Sansome,,four evacuation maps on the 14th floor. four evacuation maps on the 20th floor.,complete,,43.0,43.0,1600.0,2400.0,office,0.0,3.0,office,0.0,2.0,94104.0
201707061147,otc alterations permit,07/06/2017,1898,001A,1611,45th,,reroofing,complete,,2.0,2.0,9100.0,9100.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94122.0
201311202390,otc alterations permit,11/20/2013,7080,024,1111,Junipero Serra,,"modification to an (e) at&t facility including renoving & replacing 3 (e) antennas, installing 3 new rrvs, 3 new surge suppressors inside lower part of steeple. n/a for maher ordinance.",complete,,1.0,1.0,15000.0,15000.0,church,0.0,11.0,church,0.0,2.0,94132.0
201506037988,otc alterations permit,06/03/2015,3757,139,1221,Harrison,26.0,"remodel of 2 bathrooms including vanity upgrade, tub and shower upgrade.  to comply with cec150.0(k)5",complete,,2.0,2.0,18000.0,18000.0,artist live/work,28.0,6.0,artist live/work,28.0,0.0,94103.0
201303273216,otc alterations permit,03/27/2013,3726,029,1084,Howard,,work in unit c: to obtain final inspection for work approved under pa#200904085851. all work is complete.,issued,,2.0,2.0,1.0,1.0,apartments,3.0,6.0,apartments,3.0,0.0,94103.0
201401247036,otc alterations permit,01/24/2014,3718,026,201,Mission,,14th floor - additoin of (10) new speaker strobes to tie into existing fa system. ref t.i. #2013.0926.7821. compliance with ordinance #155-13 not required.,complete,,30.0,30.0,5000.0,5000.0,office,0.0,6.0,office,0.0,2.0,94105.0
201501064966,otc alterations permit,01/06/2015,5613,047,45,Elsie,,replace existing ductwork in garage with new 26 gauge steel ductwork per cbc 406.1,complete,,1.0,1.0,5140.0,5140.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201511233344,otc alterations permit,11/23/2015,0504,002,1600,Greenwich,,"hall bathroom: install new bathtub & wall surround, move plumbing/drain, install new vanity/toilet/exhaust fan, install new pocket door; install dedicated line & gfci outlet, timer for exhaust fan, vacancy sensor with dimmer, remove/replace sheetrock on ceiling.",complete,,3.0,3.0,44000.0,44000.0,apartments,3.0,2.0,apartments,3.0,0.0,94123.0
M423567,otc alterations permit,09/05/2013,6603,028,575,Duncan,,street space,issued,,,,,1.0,,,8.0,,,,94131.0
201305076282,otc alterations permit,05/07/2013,7096A,033,32,Moneta,,"replacement of 4 windows, double pane, at the back of the house, vinyl or fibrex, comply with egress windows for bedroom",issued,,1.0,1.0,1200.0,1200.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
201505297546,otc alterations permit,05/29/2015,0275,007,940,Jones,,"units #2, 3, & 6 renovation to the kitchen and bathrooms of typical upper story. 3 units in all. units are mirrar image.",issued,,4.0,4.0,75000.0,75000.0,apartments,8.0,3.0,apartments,8.0,2.0,94109.0
201611303776,otc alterations permit,11/30/2016,5342,002,1750,Lane,,install new sheet metal ducts to 5 (e) boots. run ducts from new plenum to boots. insulate with bubble wrap & seal per title 24.,complete,,3.0,3.0,8233.8,8233.8,2 family dwelling,2.0,10.0,2 family dwelling,2.0,0.0,94124.0
201409257264,otc alterations permit,09/25/2014,4003,030,1335,Mariposa,,reroofing,issued,,3.0,3.0,9000.0,9000.0,apartments,12.0,10.0,apartments,12.0,0.0,94107.0
201505226979,otc alterations permit,05/22/2015,1129,047,1145,Divisadero,221.0,work in unit #221: remove carpet on stair and hallway and replace with laminate. remove tile from shower area and replace. replace shower pan. put in new vanity. remove tile from bathroom floor and replace. no walls to be moved. no structural.,issued,,3.0,3.0,11000.0,11000.0,apartments,12.0,5.0,apartments,12.0,0.0,94115.0
201305318301,otc alterations permit,05/31/2013,6687,009,37,Highland,0.0,"all work performed at 37 highland av-replace water damaged sheetrock in bedroom & living room. add wall outlets. replace 2 bay windows (6 double hung windows) at front of building, max u factor 0.4. repair stairs leading to backyard, less than 50% replacement in kind",complete,,3.0,3.0,3000.0,3000.0,apartments,4.0,8.0,apartments,4.0,0.0,94110.0
201507091067,otc alterations permit,07/09/2015,1459,038,2625,Clement,202.0,installation of the ducts for the cloth dryer in the garage.  vent to exterior - min 3' from the bldg openings.  install permanet manufacture installtion requirement.,complete,,3.0,3.0,700.0,700.0,apartments,3.0,1.0,apartments,3.0,0.0,94121.0
201612084455,otc alterations permit,12/08/2016,5842,047,395,Justin,,"replace three windows at front, visible from street to be like for like, wood, alumunmum clad casement/pictures/casement, matches existing grids colonial style. u.<0.32, safety glazin gless than 8"" above floor.",issued,,2.0,2.0,5000.0,5000.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
M758887,otc alterations permit,02/06/2017,5522,050,20,Bessie,,street space permit,issued,,,,,1.0,,,9.0,,,,94110.0
201706129061,otc alterations permit,06/12/2017,7295,022,595,Buckingham,,3rd flr: 2400 sf remodel of 5 story medical office bld. work in suite 300-312 maher na,issued,,5.0,5.0,292632.0,300000.0,clinics-medic/dental,,7.0,clinics-medic/dental,,2.0,94132.0
201408295036,otc alterations permit,08/29/2014,6535,070,1178,Dolores,0.0,on the rear 5 double hung sash to be replaced  with 2 wood tiltpaks  and 3 double hung wood clad inserts,complete,,3.0,3.0,6112.0,6112.0,2 family dwelling,2.0,8.0,2 family dwelling,2.0,0.0,94114.0
M425767,otc alterations permit,09/12/2013,3008,027,427,Myra,,street space & sidewalk repair,issued,,,,,1.0,,,7.0,,,,94127.0
M749607,otc alterations permit,12/27/2016,5808,005,36,Bache,,street space,issued,,,,,1.0,,,9.0,,,,94110.0
M376207,otc alterations permit,03/06/2013,0158,024,1534,Taylor,,street space permit.,issued,,,,,1.0,,,3.0,,,,94133.0
201410219464,otc alterations permit,10/21/2014,0053,005,440,Chestnut,0.0,proposed soft story retrofit of garage floor. all within e building envelope. soft story retrofit per sfbc chapter 34b,complete,,3.0,3.0,25000.0,52000.0,apartments,6.0,3.0,apartments,6.0,2.0,94133.0
201407252230,otc alterations permit,07/25/2014,2386,015,2479,39th,,"remove front window (facing street, 2nd story) and install new window with the same dimensions.",complete,,2.0,2.0,1400.0,1400.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,0.0,94116.0
201605258298,additions alterations or repairs,05/25/2016,3643,013,3338,24th,,"installation of 2 counters, prep sink & floor sink. change the (e) window t to an accordion window. size for size. no structural changes.",complete,,1.0,1.0,17000.0,20000.0,food/beverage hndlng,,9.0,food/beverage hndlng,,2.0,94110.0
M849809,otc alterations permit,10/31/2017,0558,015,2360,Vallejo,,street space,issued,,,,,1.0,,,2.0,,,,94123.0
M467648,otc alterations permit,03/03/2014,6530,061,1449,Valencia,,street space,issued,,,,,1.0,,,9.0,,,,94110.0
201706270420,otc alterations permit,06/27/2017,1067,009,37,Blake,0.0,"provide temporary shoring consisting of soldier beams, lagging, walers and internal braces to accommodate foundation excavation.",issued,,,4.0,38000.0,125000.0,vacant lot,,2.0,2 family dwelling,2.0,2.0,94118.0
201310310848,otc alterations permit,10/31/2013,3115,066,695,Monterey,302.0,"replace kitchen cabinets and install new flooring and new counter, no appliances or plumbing to move location",issued,,4.0,4.0,20000.0,20000.0,apartments,12.0,7.0,apartments,12.0,0.0,94112.0
201406259472,otc alterations permit,06/25/2014,0319,018,500,Hyde,,unit #505:  interior  remodel to remove non-load bearing walls to relocate kitchen and bath. provide new bedroom.,complete,,6.0,6.0,25000.0,35000.0,apartments,50.0,6.0,apartments,50.0,2.0,94109.0
201705106230,otc alterations permit,05/10/2017,2651,006,132,Douglass,,"bathroom addition at 2nd flr, closet reconstruction, close wall, and open doorway btwn kitchen and dining rm. remove staircase to attic and add drop down ladder.",complete,,2.0,2.0,35000.0,35000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,2.0,94114.0
M792007,otc alterations permit,06/01/2017,3633,004,16,Alvarado,,street space,issued,,,,,1.0,,,8.0,,,,94110.0
201706028345,additions alterations or repairs,06/02/2017,6410,015,5125,Mission,,change from limited  restaurant to full service restaurant. no work,filed,,1.0,1.0,1.0,,food/beverage hndlng,0.0,11.0,food/beverage hndlng,0.0,2.0,94112.0
201304245395,otc alterations permit,04/24/2013,3621,046,437,Hill,,"replace 6 windows (retrofit), no framing. marvin brand in existing openings, same size, same location.",complete,,1.0,1.0,10000.0,10000.0,1 family dwelling,1.0,8.0,1 family dwelling,1.0,0.0,94114.0
201309166866,otc alterations permit,09/16/2013,4147,023,2531,Harrison,,to comply with the physical inspection report # cc7233,complete,,2.0,2.0,9000.0,9000.0,2 family dwelling,2.0,9.0,2 family dwelling,2.0,0.0,94110.0
201305247803,otc alterations permit,05/24/2013,2187,024,2118,31st,,1)bathroom remodel. 2)new interior spiral stair. 3)infill lightwell at right side of bldg.,complete,Y,2.0,2.0,20000.0,20000.0,1 family dwelling,1.0,4.0,1 family dwelling,1.0,2.0,94116.0
201306250400,otc alterations permit,06/25/2013,5328,044,1747,Palou,,add a rear deck and stair at rear.,complete,Y,2.0,2.0,2500.0,2500.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,2.0,94124.0
M509828,otc alterations permit,08/11/2014,1434,039,147,Clement,,street space & sidewalk repair w/mta,issued,,,,,1.0,,,1.0,,,,94118.0
201310088735,otc alterations permit,10/08/2013,2986,011,275,Claremont,,"remove and replace windows, 5 total, wood to wood, double pane, in kind.  all arches to stay the same/divided light panes retained.",complete,,3.0,3.0,8500.0,8500.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94127.0
201702169531,otc alterations permit,02/16/2017,2721,049,99,Saint Germain,,repair outside elevator tower dry rot. woodsiding repair repair door. less than 50%,suspend,,2.0,2.0,4500.0,4500.0,1 family dwelling,1.0,7.0,1 family dwelling,1.0,0.0,94114.0
201504143610,otc alterations permit,04/14/2015,5615,012,106,Coleridge,,to obtain final inspection for work approved under pa#201305015860. all work is complete.,issued,,2.0,2.0,1.0,1.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
201302129987,otc alterations permit,02/12/2013,3544,106,8,Landers,101.0,flood damage from ice maker failure. replacing drywall and painting walls. installing (replacing) cabinets in kitchen and dountertop. reinstalling kitchen sink. 5/8 type sheetrock.,expired,,5.0,5.0,21524.46,21524.46,apartments,14.0,8.0,apartments,14.0,0.0,94114.0
201407030507,otc alterations permit,07/03/2014,0231,023,2,Embarcadero Center,,"25th floor: boston consulting t.i.  remodel. fire alarm work. addition of 1 module, one strobe power supply, 7 speaker,13 speaker/strobes and 5 strobes. ref app#201406027232. n/a for the maher ordinance #155-13",complete,,30.0,30.0,11200.0,11200.0,office,,3.0,office,,2.0,94111.0
201304083930,otc alterations permit,04/08/2013,0226,007,605,Kearny,,refer to pa# 2012-0710-4487-accessibile entrance upgrade-installation of power door push pad,complete,,2.0,5.0,1500.0,1500.0,1 family dwelling,1.0,3.0,2 family dwelling,2.0,2.0,94108.0
201701066705,otc alterations permit,01/06/2017,5281,003,901,Rankin,,"revisiont to pa 2016-1028-1410 to add prep room adjacent to kitchen, snack area & dry storage area",complete,,2.0,2.0,17000.0,17000.0,"warehouse,no frnitur",0.0,10.0,"warehouse,no frnitur",0.0,2.0,94124.0
201510210319,otc alterations permit,10/21/2015,5307,004,1510,Newcomb,,reroofing,issued,,1.0,1.0,10000.0,10000.0,1 family dwelling,1.0,10.0,1 family dwelling,1.0,0.0,94124.0
201302059520,sign - erect,02/05/2013,0532,017,2088,Union,,sign a. work scope. install illuminated letter set & log over entrance door.  using existing electrical hook-up,complete,,3.0,,2500.0,2500.0,office,6.0,2.0,,,2.0,94123.0
201505115898,otc alterations permit,05/11/2015,3211,003S,245,Delano,,reroofing,complete,,2.0,2.0,12800.0,12800.0,1 family dwelling,1.0,11.0,1 family dwelling,1.0,0.0,94112.0
M750827,otc alterations permit,12/29/2016,5613,032,89,Elsie,,street space permit,issued,,,,,1.0,,,9.0,,,,94110.0
201301117814,otc alterations permit,01/11/2013,5619,013,142,Bonview,,"remove and replace (e) siding and exterior trim 500 sq. ft. replace with p.t. plywood, visible from street.",complete,,2.0,2.0,15000.0,15000.0,1 family dwelling,1.0,9.0,1 family dwelling,1.0,0.0,94110.0
